año,hasta_el_mes,modalidad,genero,ind._de_redescuento,ciiu_descripcion,destino,tamaño_empresa_beneficiario,descripción_macrosector,departamento_origen,ciudad_origen
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Terminacion y acabado de edificios,CAPITAL DE TRABAJO,Microempresa,Construcción,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Fabricacion de otros productos de m,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Cria de ganado porcino,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Confeccion de prendas de vestir, ex",CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Transporte de carga por carretera,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Otros tipos de expendio de comidas,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por mayor a cambio de u,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Expendio a la mesa de comidas prepa,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Cria de ganado bovino y bufalino,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,MALAGA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Construccion de edificios residenci,CAPITAL DE TRABAJO,Microempresa,Construcción,Santander,MATANZA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Otros cultivos permanentes n.c.p.,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,MATANZA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,MATANZA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de productos de panader,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,MATANZA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Femenino,Redescuento,Comercio al por menor de carnes (in,INVERSION FIJA,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,MOGOTES
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Expendio a la mesa de comidas prepa,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,MOGOTES
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Otros cultivos permanentes n.c.p.,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,MOGOTES
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Cultivo de hortalizas, raices y tub",CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,MOLAGAVITA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Cria de ganado bovino y bufalino,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,MOLAGAVITA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Femenino,Redescuento,Comercio al por menor de carnes (in,INVERSION FIJA,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OCAMONTE
2023,MAYO,LINEA DE CREDITO PARA MEDIANA SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Persona Jurídica,Redescuento,Comercio al por menor de combustibl,CAPITAL DE TRABAJO,Mediana,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Masculino,Redescuento,Comercio al por menor de carnes (in,INVERSION FIJA,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Femenino,Redescuento,Comercio al por menor de otros prod,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Masculino,Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Otros derivados del cafe,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Cultivo de cafe,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Comercio al por menor de libros, pe",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Educacion de la primera infancia,CAPITAL DE TRABAJO,Microempresa,Enseñanza,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Mantenimiento y reparacion de apara,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de paisajismo y servici,CAPITAL DE TRABAJO,Microempresa,Actividades de servicios administrativos y apoyo,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Otros derivados del cafe,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por mayor de materias p,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Actividades de mensajeria,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Cultivo de cafe,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Cria de aves de corral,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Cultivo de cafe,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,OIBA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Cultivo de cafe,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,PALMAS DEL SOCORRO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Actividades de jardines botanicos,",CAPITAL DE TRABAJO,Microempresa,"Actividades artísticas, entretenimi. y recreativas",Santander,PALMAS DEL SOCORRO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor en establecim,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PALMAS DEL SOCORRO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de productos de panader,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PALMAS DEL SOCORRO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Cultivo de cereales excepto arroz,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,PALMAS DEL SOCORRO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Otros cultivos permanentes n.c.p.,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,PALMAS DEL SOCORRO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Cultivo de cafe,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,PARAMO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Cultivo de cafe,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,PARAMO
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por mayor de materias p,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PARAMO
2023,MAYO,LINEA DE CREDITO PARA MIPYMES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Persona Jurídica,Redescuento,Comercio al por menor de combustibl,CAPITAL DE TRABAJO,Mediana,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPYMES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NTV,Persona Jurídica,Redescuento,Comercio al por mayor de productos,CAPITAL DE TRABAJO,Pequeña,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPYMES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NTV,Persona Jurídica,Redescuento,Actividades de apoyo para la extrac,CAPITAL DE TRABAJO,Pequeña,Explotación de minas y canteras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Persona Jurídica,Redescuento,Construccion de otras obras de inge,CAPITAL DE TRABAJO,Microempresa,Construcción,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Masculino,Redescuento,Transporte de carga por carretera,INVERSION FIJA,Pequeña,Transporte y almacenamiento,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 1 REDESCUENTO IBR NMV,Persona Jurídica,Redescuento,Construccion de otras obras de inge,CAPITAL DE TRABAJO,Pequeña,Construcción,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades inmobiliarias realizada,CAPITAL DE TRABAJO,Microempresa,Actividades inmobiliarias,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Actividades de contabilidad, tenedu",CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Transporte de carga por carretera,CAPITAL DE TRABAJO,Microempresa,Transporte y almacenamiento,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,"Extraccion de piedra, arena, arcill",CAPITAL DE TRABAJO,Microempresa,Explotación de minas y canteras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Expendio a la mesa de comidas prepa,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Masculino,No Redescuento,Expendio por autoservicio de comida,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Limpieza general interior de edific,CAPITAL DE TRABAJO,Microempresa,Actividades de servicios administrativos y apoyo,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Confeccion de articulos con materia,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de apoyo a la educacion,CAPITAL DE TRABAJO,Microempresa,Enseñanza,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Comercio al por menor de alimentos,",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de productos de panader,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por mayor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Comercio al por menor de libros, pe",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de consultaria de gesti,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Otras actividades de telecomunicaci,CAPITAL DE TRABAJO,Microempresa,Información y comunicaciones,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de comidas y platos pre,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Comercio al por menor de alimentos,",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Acabado de productos textiles,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Preparacion e hilatura de fibras te,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de bebidas y,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Peluqueria y otros tratamientos de,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Expendio a la mesa de comidas prepa,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de productos de panader,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,"Comercio al por menor de alimentos,",CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de prendas de,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de productos,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de carnes (in,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Expendio de comidas preparadas en c,CAPITAL DE TRABAJO,Microempresa,Actividades de alojamiento y de servicio de comida,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de consultaria de gesti,CAPITAL DE TRABAJO,Microempresa,"Actividades profesionales, científicas y técnicas",Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de productos de panader,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de apoyo a la educacion,CAPITAL DE TRABAJO,Microempresa,Enseñanza,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de apoyo a la agricultu,CAPITAL DE TRABAJO,Microempresa,"Agricultura, ganadería, silvicultura y pesca",Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Actividades de asociaciones empresa,CAPITAL DE TRABAJO,Microempresa,Otras actividades de servicios,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Establecimientos que combinan difer,CAPITAL DE TRABAJO,Microempresa,Enseñanza,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Elaboracion de comidas y platos pre,CAPITAL DE TRABAJO,Microempresa,Industrias manufactureras,Santander,PIEDECUESTA
2023,MAYO,LINEA DE CREDITO PARA MIPES SANTANDER ADELANTE SUBCUPO 2 MICROFINANZAS IBR NMV,Femenino,No Redescuento,Comercio al por menor de todo tipo,CAPITAL DE TRABAJO,Microempresa,Comercio al por mayor-menor; reparación vehículos,Santander,PIEDECUESTA
